Product,Style,Unit_Price
532,B,112.55
532,C,115.93
532,D,119.41
532,E,122.99
532,F,126.68
532,G,130.48
532,H,134.39
533,A,98.55
533,B,101.51
533,C,104.56
533,D,107.7
533,E,110.93
533,F,114.26
533,G,117.69
533,H,121.22
534,A,827.32
534,B,852.14
534,C,877.7
534,D,904.03
534,E,931.15
534,F,959.08
534,G,987.85
534,H,1017.49
535,A,963
535,B,991.89
535,C,1021.65
535,D,1052.3
535,E,1083.87
535,F,1116.39
535,G,1149.88
535,H,1184.38
536,A,252.62
536,B,260.2
536,C,268.01
536,D,276.05
536,E,284.33
536,F,292.86
536,G,301.65
536,H,310.7
537,A,316.06
537,B,325.54
537,C,335.31
537,D,345.37
537,E,355.73
537,F,366.4
537,G,377.39
537,H,388.71
538,A,81.62
538,B,84.07
538,C,86.59
538,D,89.19
538,E,91.87
538,F,94.63
538,G,97.47
538,H,100.39
539,A,955.19
539,B,983.85
539,C,1013.37
539,D,1043.77
539,E,1075.08
539,F,1107.33
539,G,1140.55
539,H,1174.77
540,A,57.38
540,B,59.1
540,C,60.87
540,D,62.7
540,E,64.58
540,F,66.52
540,G,68.52
540,H,70.58
541,A,369.2
541,B,380.28
541,C,391.69
541,D,403.44
541,E,415.54
541,F,428.01
541,G,440.85
541,H,454.08
542,A,148.48
542,B,152.93
542,C,157.52
542,D,162.25
542,E,167.12
542,F,172.13
542,G,177.29
542,H,182.61
543,A,915.53
543,B,943
543,C,971.29
543,D,1000.43
543,E,1030.44
543,F,1061.35
543,G,1093.19
543,H,1125.99
544,A,785.83
544,B,809.4
544,C,833.68
544,D,858.69
544,E,884.45
544,F,910.98
544,G,938.31
544,H,966.46
545,A,238.76
545,B,245.92
545,C,253.3
545,D,260.9
545,E,268.73
545,F,276.79
545,G,285.09
545,H,293.64
546,A,675.6
546,B,695.87
546,C,716.75
546,D,738.25
546,E,760.4
546,F,783.21
546,G,806.71
546,H,830.91
547,A,807.36
547,B,831.58
547,C,856.53
547,D,882.23
547,E,908.7
547,F,935.96
547,G,964.04
547,H,992.96
548,A,553.47
548,B,570.07
548,C,587.17
548,D,604.79
548,E,622.93
548,F,641.62
548,G,660.87
548,H,680.7
549,A,363.16
549,B,374.05
549,C,385.27
549,D,396.83
549,E,408.73
549,F,420.99
549,G,433.62
549,H,446.63
550,A,563.73
550,B,580.64
550,C,598.06
550,D,616
550,E,634.48
550,F,653.51
550,G,673.12
550,H,693.31
551,A,216.47
551,B,222.96
551,C,229.65
551,D,236.54
551,E,243.64
551,F,250.95
551,G,258.48
551,H,266.23
552,A,560.2
552,B,577.01
552,C,594.32
552,D,612.15
552,E,630.51
552,F,649.43
552,G,668.91
552,H,688.98
553,A,706.11
553,B,727.29
553,C,749.11
553,D,771.58
553,E,794.73
553,F,818.57
553,G,843.13
553,H,868.42
554,A,629.07
554,B,647.94
554,C,667.38
554,D,687.4
554,E,708.02
554,F,729.26
554,G,751.14
554,H,773.67
555,A,38.59
555,B,39.75
555,C,40.94
555,D,42.17
555,E,43.44
555,F,44.74
555,G,46.08
555,H,47.46
556,A,952.19
556,B,980.76
556,C,1010.18
556,D,1040.49
556,E,1071.7
556,F,1103.85
556,G,1136.97
556,H,1171.08
557,A,98.11
557,B,101.05
557,C,104.08
557,D,107.2
557,E,110.42
557,F,113.73
557,G,117.14
557,H,120.65
558,A,764.57
558,B,787.51
558,C,811.14
558,D,835.47
558,E,860.53
558,F,886.35
558,G,912.94
558,H,940.33
559,A,623.63
559,B,642.34
559,C,661.61
559,D,681.46
559,E,701.9
559,F,722.96
559,G,744.65
559,H,766.99
560,A,932.61
560,B,960.59
560,C,989.41
560,D,1019.09
560,E,1049.66
560,F,1081.15
560,G,1113.58
560,H,1146.99
561,A,927.85
561,B,955.69
561,C,984.36
561,D,1013.89
561,E,1044.31
561,F,1075.64
561,G,1107.91
561,H,1141.15
562,A,316.14
562,B,325.62
562,C,335.39
562,D,345.45
562,E,355.81
562,F,366.48
562,G,377.47
562,H,388.79
563,A,598.11
563,B,616.05
563,C,634.53
563,D,653.57
563,E,673.18
563,F,693.38
563,G,714.18
563,H,735.61
564,A,923.69
564,B,951.4
564,C,979.94
564,D,1009.34
564,E,1039.62
564,F,1070.81
564,G,1102.93
564,H,1136.02
565,A,35.96
565,B,37.04
565,C,38.15
565,D,39.29
565,E,40.47
565,F,41.68
565,G,42.93
565,H,44.22
566,A,292.81
566,B,301.59
566,C,310.64
566,D,319.96
566,E,329.56
566,F,339.45
566,G,349.63
566,H,360.12
567,A,319.79
567,B,329.38
567,C,339.26
567,D,349.44
567,E,359.92
567,F,370.72
567,G,381.84
567,H,393.3
568,A,300.46
568,B,309.47
568,C,318.75
568,D,328.31
568,E,338.16
568,F,348.3
568,G,358.75
568,H,369.51
569,A,951.21
569,B,979.75
569,C,1009.14
569,D,1039.41
569,E,1070.59
569,F,1102.71
569,G,1135.79
569,H,1169.86
570,A,924.51
570,B,952.25
570,C,980.82
570,D,1010.24
570,E,1040.55
570,F,1071.77
570,G,1103.92
570,H,1137.04
571,A,175.99
571,B,181.27
571,C,186.71
571,D,192.31
571,E,198.08
571,F,204.02
571,G,210.14
571,H,216.44
572,A,929.18
572,B,957.06
572,C,985.77
572,D,1015.34
572,E,1045.8
572,F,1077.17
572,G,1109.49
572,H,1142.77
573,A,547.18
573,B,563.6
573,C,580.51
573,D,597.93
573,E,615.87
573,F,634.35
573,G,653.38
573,H,672.98
574,A,583.75
574,B,601.26
574,C,619.3
574,D,637.88
574,E,657.02
574,F,676.73
574,G,697.03
574,H,717.94
575,A,614.35
575,B,632.78
575,C,651.76
575,D,671.31
575,E,691.45
575,F,712.19
575,G,733.56
575,H,755.57
576,A,82.86
576,B,85.35
576,C,87.91
576,D,90.55
576,E,93.27
576,F,96.07
576,G,98.95
576,H,101.92
577,A,633.67
577,B,652.68
577,C,672.26
577,D,692.43
577,E,713.2
577,F,734.6
577,G,756.64
577,H,779.34
578,A,279.36
578,B,287.74
578,C,296.37
578,D,305.26
578,E,314.42
578,F,323.85
578,G,333.57
578,H,343.58
579,A,868.06
579,B,894.1
579,C,920.92
579,D,948.55
579,E,977.01
579,F,1006.32
579,G,1036.51
579,H,1067.61
580,A,147.63
580,B,152.06
580,C,156.62
580,D,161.32
580,E,166.16
580,F,171.14
580,G,176.27
580,H,181.56
581,A,384.17
581,B,395.7
581,C,407.57
581,D,419.8
581,E,432.39
581,F,445.36
581,G,458.72
581,H,472.48
582,A,285.66
582,B,294.23
582,C,303.06
582,D,312.15
582,E,321.51
582,F,331.16
582,G,341.09
582,H,351.32
583,A,931.57
583,B,959.52
583,C,988.31
583,D,1017.96
583,E,1048.5
583,F,1079.96
583,G,1112.36
583,H,1145.73
584,A,647.9
584,B,667.34
584,C,687.36
584,D,707.98
584,E,729.22
584,F,751.1
584,G,773.63
584,H,796.84
585,A,602.01
585,B,620.07
585,C,638.67
585,D,657.83
585,E,677.56
585,F,697.89
585,G,718.83
585,H,740.39
586,A,910.49
586,B,937.8
586,C,965.93
586,D,994.91
586,E,1024.76
586,F,1055.5
586,G,1087.17
586,H,1119.79
587,A,132.17
587,B,136.14
587,C,140.22
587,D,144.43
587,E,148.76
587,F,153.22
587,G,157.82
587,H,162.55
588,A,785.79
588,B,809.36
588,C,833.64
588,D,858.65
588,E,884.41
588,F,910.94
588,G,938.27
588,H,966.42
589,A,498.31
589,B,513.26
589,C,528.66
589,D,544.52
589,E,560.86
589,F,577.69
589,G,595.02
589,H,612.87
590,A,11.44
590,B,11.78
590,C,12.13
590,D,12.49
590,E,12.86
590,F,13.25
590,G,13.65
590,H,14.06
591,A,191.41
591,B,197.15
591,C,203.06
591,D,209.15
591,E,215.42
591,F,221.88
591,G,228.54
591,H,235.4
592,A,713.6
592,B,735.01
592,C,757.06
592,D,779.77
592,E,803.16
592,F,827.25
592,G,852.07
592,H,877.63
593,A,563.81
593,B,580.72
593,C,598.14
593,D,616.08
593,E,634.56
593,F,653.6
593,G,673.21
593,H,693.41
594,A,474.54
594,B,488.78
594,C,503.44
594,D,518.54
594,E,534.1
594,F,550.12
594,G,566.62
594,H,583.62
595,A,649.8
595,B,669.29
595,C,689.37
595,D,710.05
595,E,731.35
595,F,753.29
595,G,775.89
595,H,799.17
596,A,380.79
596,B,392.21
596,C,403.98
596,D,416.1
596,E,428.58
596,F,441.44
596,G,454.68
596,H,468.32
597,A,64.3
597,B,66.23
597,C,68.22
597,D,70.27
597,E,72.38
597,F,74.55
597,G,76.79
597,H,79.09
598,A,483.65
598,B,498.16
598,C,513.1
598,D,528.49
598,E,544.34
598,F,560.67
598,G,577.49
598,H,594.81
599,A,385.16
599,B,396.71
599,C,408.61
599,D,420.87
599,E,433.5
599,F,446.51
599,G,459.91
599,H,473.71
600,A,823.69
600,B,848.4
600,C,873.85
600,D,900.07
600,E,927.07
600,F,954.88
600,G,983.53
600,H,1013.04
601,A,245.37
601,B,252.73
601,C,260.31
601,D,268.12
601,E,276.16
601,F,284.44
601,G,292.97
601,H,301.76
602,A,944.96
602,B,973.31
602,C,1002.51
602,D,1032.59
602,E,1063.57
602,F,1095.48
602,G,1128.34
602,H,1162.19
603,A,668.02
603,B,688.06
603,C,708.7
603,D,729.96
603,E,751.86
603,F,774.42
603,G,797.65
603,H,821.58
604,A,590.55
604,B,608.27
604,C,626.52
604,D,645.32
604,E,664.68
604,F,684.62
604,G,705.16
604,H,726.31
605,A,436.5
605,B,449.6
605,C,463.09
605,D,476.98
605,E,491.29
605,F,506.03
605,G,521.21
605,H,536.85
606,A,689.9
606,B,710.6
606,C,731.92
606,D,753.88
606,E,776.5
606,F,799.8
606,G,823.79
606,H,848.5
607,A,732.76
607,B,754.74
607,C,777.38
607,D,800.7
607,E,824.72
607,F,849.46
607,G,874.94
607,H,901.19
608,A,522.29
608,B,537.96
608,C,554.1
608,D,570.72
608,E,587.84
608,F,605.48
608,G,623.64
608,H,642.35
609,A,454.07
609,B,467.69
609,C,481.72
609,D,496.17
609,E,511.06
609,F,526.39
609,G,542.18
609,H,558.45
610,A,162.51
610,B,167.39
610,C,172.41
610,D,177.58
610,E,182.91
610,F,188.4
610,G,194.05
610,H,199.87
611,A,168.16
611,B,173.2
611,C,178.4
611,D,183.75
611,E,189.26
611,F,194.94
611,G,200.79
611,H,206.81
612,A,454.43
612,B,468.06
612,C,482.1
612,D,496.56
612,E,511.46
612,F,526.8
612,G,542.6
612,H,558.88
613,A,297.58
613,B,306.51
613,C,315.71
613,D,325.18
613,E,334.94
613,F,344.99
613,G,355.34
613,H,366
614,A,348.22
614,B,358.67
614,C,369.43
614,D,380.51
614,E,391.93
614,F,403.69
614,G,415.8
614,H,428.27
615,A,977.66
615,B,1006.99
615,C,1037.2
615,D,1068.32
615,E,1100.37
615,F,1133.38
615,G,1167.38
615,H,1202.4
616,A,787.05
616,B,810.66
616,C,834.98
616,D,860.03
616,E,885.83
616,F,912.4
616,G,939.77
616,H,967.96
617,A,652.73
617,B,672.31
617,C,692.48
617,D,713.25
617,E,734.65
617,F,756.69
617,G,779.39
617,H,802.77
618,A,719.28
618,B,740.86
618,C,763.09
618,D,785.98
618,E,809.56
618,F,833.85
618,G,858.87
618,H,884.64
619,A,652.11
619,B,671.67
619,C,691.82
619,D,712.57
619,E,733.95
619,F,755.97
619,G,778.65
619,H,802.01
620,A,597.67
620,B,615.6
620,C,634.07
620,D,653.09
620,E,672.68
620,F,692.86
620,G,713.65
620,H,735.06
621,A,132.09
621,B,136.05
621,C,140.13
621,D,144.33
621,E,148.66
621,F,153.12
621,G,157.71
621,H,162.44
622,A,457.9
622,B,471.64
622,C,485.79
622,D,500.36
622,E,515.37
622,F,530.83
622,G,546.75
622,H,563.15
623,A,175.62
623,B,180.89
623,C,186.32
623,D,191.91
623,E,197.67
623,F,203.6
623,G,209.71
623,H,216
624,A,948.87
624,B,977.34
624,C,1006.66
624,D,1036.86
624,E,1067.97
624,F,1100.01
624,G,1133.01
624,H,1167
625,A,662.39
625,B,682.26
625,C,702.73
625,D,723.81
625,E,745.52
625,F,767.89
625,G,790.93
625,H,814.66
626,A,517.15
626,B,532.66
626,C,548.64
626,D,565.1
626,E,582.05
626,F,599.51
626,G,617.5
626,H,636.03
627,A,542.22
627,B,558.49
627,C,575.24
627,D,592.5
627,E,610.28
627,F,628.59
627,G,647.45
627,H,666.87
628,A,971.41
628,B,1000.55
628,C,1030.57
628,D,1061.49
628,E,1093.33
628,F,1126.13
628,G,1159.91
628,H,1194.71
629,A,794.32
629,B,818.15
629,C,842.69
629,D,867.97
629,E,894.01
629,F,920.83
629,G,948.45
629,H,976.9
630,A,72.24
630,B,74.41
630,C,76.64
630,D,78.94
630,E,81.31
630,F,83.75
630,G,86.26
630,H,88.85
631,A,789.16
631,B,812.83
631,C,837.21
631,D,862.33
631,E,888.2
631,F,914.85
631,G,942.3
631,H,970.57
632,A,381.79
632,B,393.24
632,C,405.04
632,D,417.19
632,E,429.71
632,F,442.6
632,G,455.88
632,H,469.56
633,A,881.1
633,B,907.53
633,C,934.76
633,D,962.8
633,E,991.68
633,F,1021.43
633,G,1052.07
633,H,1083.63
634,A,438.55
634,B,451.71
634,C,465.26
634,D,479.22
634,E,493.6
634,F,508.41
634,G,523.66
634,H,539.37
635,A,59.55
635,B,61.34
635,C,63.18
635,D,65.08
635,E,67.03
635,F,69.04
635,G,71.11
635,H,73.24
636,A,808.64
636,B,832.9
636,C,857.89
636,D,883.63
636,E,910.14
636,F,937.44
636,G,965.56
636,H,994.53
637,A,575.92
637,B,593.2
637,C,611
637,D,629.33
637,E,648.21
637,F,667.66
637,G,687.69
637,H,708.32
638,A,853.44
638,B,879.04
638,C,905.41
638,D,932.57
638,E,960.55
638,F,989.37
638,G,1019.05
638,H,1049.62
639,A,634.65
639,B,653.69
639,C,673.3
639,D,693.5
639,E,714.31
639,F,735.74
639,G,757.81
639,H,780.54
640,A,924.16
640,B,951.88
640,C,980.44
640,D,1009.85
640,E,1040.15
640,F,1071.35
640,G,1103.49
640,H,1136.59
641,A,761.2
641,B,784.04
641,C,807.56
641,D,831.79
641,E,856.74
641,F,882.44
641,G,908.91
641,H,936.18
642,A,240.33
642,B,247.54
642,C,254.97
642,D,262.62
642,E,270.5
642,F,278.62
642,G,286.98
642,H,295.59
643,A,524.67
643,B,540.41
643,C,556.62
643,D,573.32
643,E,590.52
643,F,608.24
643,G,626.49
643,H,645.28
644,A,495.54
644,B,510.41
644,C,525.72
644,D,541.49
644,E,557.73
644,F,574.46
644,G,591.69
644,H,609.44
645,A,807.01
645,B,831.22
645,C,856.16
645,D,881.84
645,E,908.3
645,F,935.55
645,G,963.62
645,H,992.53
646,A,329.36
646,B,339.24
646,C,349.42
646,D,359.9
646,E,370.7
646,F,381.82
646,G,393.27
646,H,405.07
647,A,64.84
647,B,66.79
647,C,68.79
647,D,70.85
647,E,72.98
647,F,75.17
647,G,77.43
647,H,79.75
648,A,527
648,B,542.81
648,C,559.09
648,D,575.86
648,E,593.14
648,F,610.93
648,G,629.26
648,H,648.14
649,A,181.97
649,B,187.43
649,C,193.05
649,D,198.84
649,E,204.81
649,F,210.95
649,G,217.28
649,H,223.8
650,A,103.09
650,B,106.18
650,C,109.37
650,D,112.65
650,E,116.03
650,F,119.51
650,G,123.1
650,H,126.79
651,A,78.39
651,B,80.74
651,C,83.16
651,D,85.65
651,E,88.22
651,F,90.87
651,G,93.6
651,H,96.41
652,A,832.61
652,B,857.59
652,C,883.32
652,D,909.82
652,E,937.11
652,F,965.22
652,G,994.18
652,H,1024.01
653,A,492.31
653,B,507.08
653,C,522.29
653,D,537.96
653,E,554.1
653,F,570.72
653,G,587.84
653,H,605.48
654,A,983.77
654,B,1013.28
654,C,1043.68
654,D,1074.99
654,E,1107.24
654,F,1140.46
654,G,1174.67
654,H,1209.91
655,A,536.02
655,B,552.1
655,C,568.66
655,D,585.72
655,E,603.29
655,F,621.39
655,G,640.03
655,H,659.23
656,A,536.16
656,B,552.24
656,C,568.81
656,D,585.87
656,E,603.45
656,F,621.55
656,G,640.2
656,H,659.41
657,A,109.78
657,B,113.07
657,C,116.46
657,D,119.95
657,E,123.55
657,F,127.26
657,G,131.08
657,H,135.01
658,A,607.8
658,B,626.03
658,C,644.81
658,D,664.15
658,E,684.07
658,F,704.59
658,G,725.73
658,H,747.5
659,A,619.82
659,B,638.41
659,C,657.56
659,D,677.29
659,E,697.61
659,F,718.54
659,G,740.1
659,H,762.3
660,A,805.22
660,B,829.38
660,C,854.26
660,D,879.89
660,E,906.29
660,F,933.48
660,G,961.48
660,H,990.32
661,A,784.65
661,B,808.19
661,C,832.44
661,D,857.41
661,E,883.13
661,F,909.62
661,G,936.91
661,H,965.02
662,A,773.36
662,B,796.56
662,C,820.46
662,D,845.07
662,E,870.42
662,F,896.53
662,G,923.43
662,H,951.13
663,A,383.83
663,B,395.34
663,C,407.2
663,D,419.42
663,E,432
663,F,444.96
663,G,458.31
663,H,472.06
664,A,118.7
664,B,122.26
664,C,125.93
664,D,129.71
664,E,133.6
664,F,137.61
664,G,141.74
664,H,145.99
665,A,433.56
665,B,446.57
665,C,459.97
665,D,473.77
665,E,487.98
665,F,502.62
665,G,517.7
665,H,533.23
666,A,859.01
666,B,884.78
666,C,911.32
666,D,938.66
666,E,966.82
666,F,995.82
666,G,1025.69
666,H,1056.46
667,A,995.65
667,B,1025.52
667,C,1056.29
667,D,1087.98
667,E,1120.62
667,F,1154.24
667,G,1188.87
667,H,1224.54
668,A,300.13
668,B,309.13
668,C,318.4
668,D,327.95
668,E,337.79
668,F,347.92
668,G,358.36
668,H,369.11
669,A,955.31
669,B,983.97
669,C,1013.49
669,D,1043.89
669,E,1075.21
669,F,1107.47
669,G,1140.69
669,H,1174.91
670,A,499.33
670,B,514.31
670,C,529.74
670,D,545.63
670,E,562
670,F,578.86
670,G,596.23
670,H,614.12
671,A,282.1
671,B,290.56
671,C,299.28
671,D,308.26
671,E,317.51
671,F,327.04
671,G,336.85
671,H,346.96
672,A,73.1
672,B,75.29
672,C,77.55
672,D,79.88
672,E,82.28
672,F,84.75
672,G,87.29
672,H,89.91
673,A,842.53
673,B,867.81
673,C,893.84
673,D,920.66
673,E,948.28
673,F,976.73
673,G,1006.03
673,H,1036.21
674,A,228.18
674,B,235.03
674,C,242.08
674,D,249.34
674,E,256.82
674,F,264.52
674,G,272.46
674,H,280.63
675,A,210.88
675,B,217.21
675,C,223.73
675,D,230.44
675,E,237.35
675,F,244.47
675,G,251.8
675,H,259.35
676,A,361.57
676,B,372.42
676,C,383.59
676,D,395.1
676,E,406.95
676,F,419.16
676,G,431.73
676,H,444.68
677,A,960.67
677,B,989.49
677,C,1019.17
677,D,1049.75
677,E,1081.24
677,F,1113.68
677,G,1147.09
677,H,1181.5
678,A,443.13
678,B,456.42
678,C,470.11
678,D,484.21
678,E,498.74
678,F,513.7
678,G,529.11
678,H,544.98
679,A,310.59
679,B,319.91
679,C,329.51
679,D,339.4
679,E,349.58
679,F,360.07
679,G,370.87
679,H,382
680,A,704.16
680,B,725.28
680,C,747.04
680,D,769.45
680,E,792.53
680,F,816.31
680,G,840.8
680,H,866.02
681,A,208.7
681,B,214.96
681,C,221.41
681,D,228.05
681,E,234.89
681,F,241.94
681,G,249.2
681,H,256.68
682,A,636.36
682,B,655.45
682,C,675.11
682,D,695.36
682,E,716.22
682,F,737.71
682,G,759.84
682,H,782.64
683,A,152.46
683,B,157.03
683,C,161.74
683,D,166.59
683,E,171.59
683,F,176.74
683,G,182.04
683,H,187.5
684,A,942.38
684,B,970.65
684,C,999.77
684,D,1029.76
684,E,1060.65
684,F,1092.47
684,G,1125.24
684,H,1159
685,A,940.98
685,B,969.21
685,C,998.29
685,D,1028.24
685,E,1059.09
685,F,1090.86
685,G,1123.59
685,H,1157.3
686,A,203.12
686,B,209.21
686,C,215.49
686,D,221.95
686,E,228.61
686,F,235.47
686,G,242.53
686,H,249.81
687,A,675.57
687,B,695.84
687,C,716.72
687,D,738.22
687,E,760.37
687,F,783.18
687,G,806.68
687,H,830.88
688,A,232.99
688,B,239.98
688,C,247.18
688,D,254.6
688,E,262.24
688,F,270.11
688,G,278.21
688,H,286.56
689,A,801.09
689,B,825.12
689,C,849.87
689,D,875.37
689,E,901.63
689,F,928.68
689,G,956.54
689,H,985.24
690,A,317.18
690,B,326.7
690,C,336.5
690,D,346.6
690,E,357
690,F,367.71
690,G,378.74
690,H,390.1
691,A,658.03
691,B,677.77
691,C,698.1
691,D,719.04
691,E,740.61
691,F,762.83
691,G,785.71
691,H,809.28
692,A,254.45
692,B,262.08
692,C,269.94
692,D,278.04
692,E,286.38
692,F,294.97
692,G,303.82
692,H,312.93
693,A,531
693,B,546.93
693,C,563.34
693,D,580.24
693,E,597.65
693,F,615.58
693,G,634.05
693,H,653.07
694,A,351.43
694,B,361.97
694,C,372.83
694,D,384.01
694,E,395.53
694,F,407.4
694,G,419.62
694,H,432.21
695,A,625.72
695,B,644.49
695,C,663.82
695,D,683.73
695,E,704.24
695,F,725.37
695,G,747.13
695,H,769.54
696,A,190.37
696,B,196.08
696,C,201.96
696,D,208.02
696,E,214.26
696,F,220.69
696,G,227.31
696,H,234.13
697,A,957.69
697,B,986.42
697,C,1016.01
697,D,1046.49
697,E,1077.88
697,F,1110.22
697,G,1143.53
697,H,1177.84
698,A,671.41
698,B,691.55
698,C,712.3
698,D,733.67
698,E,755.68
698,F,778.35
698,G,801.7
698,H,825.75
699,A,210.53
699,B,216.85
699,C,223.36
699,D,230.06
699,E,236.96
699,F,244.07
699,G,251.39
699,H,258.93
700,A,658.95
700,B,678.72
700,C,699.08
700,D,720.05
700,E,741.65
700,F,763.9
700,G,786.82
700,H,810.42
701,A,661.22
701,B,681.06
701,C,701.49
701,D,722.53
701,E,744.21
701,F,766.54
701,G,789.54
701,H,813.23
702,A,295.65
702,B,304.52
702,C,313.66
702,D,323.07
702,E,332.76
702,F,342.74
702,G,353.02
702,H,363.61
703,A,409.83
703,B,422.12
703,C,434.78
703,D,447.82
703,E,461.25
703,F,475.09
703,G,489.34
703,H,504.02
704,A,923.09
704,B,950.78
704,C,979.3
704,D,1008.68
704,E,1038.94
704,F,1070.11
704,G,1102.21
704,H,1135.28
705,A,129.84
705,B,133.74
705,C,137.75
705,D,141.88
705,E,146.14
705,F,150.52
705,G,155.04
705,H,159.69
706,A,968.63
706,B,997.69
706,C,1027.62
706,D,1058.45
706,E,1090.2
706,F,1122.91
706,G,1156.6
706,H,1191.3
707,A,703.66
707,B,724.77
707,C,746.51
707,D,768.91
707,E,791.98
707,F,815.74
707,G,840.21
707,H,865.42
708,A,973.19
708,B,1002.39
708,C,1032.46
708,D,1063.43
708,E,1095.33
708,F,1128.19
708,G,1162.04
708,H,1196.9
709,A,536.42
709,B,552.51
709,C,569.09
709,D,586.16
709,E,603.74
709,F,621.85
709,G,640.51
709,H,659.73
710,A,784.97
710,B,808.52
710,C,832.78
710,D,857.76
710,E,883.49
710,F,909.99
710,G,937.29
710,H,965.41
711,A,184.87
711,B,190.42
711,C,196.13
711,D,202.01
711,E,208.07
711,F,214.31
711,G,220.74
711,H,227.36
712,A,926.21
712,B,954
712,C,982.62
712,D,1012.1
712,E,1042.46
712,F,1073.73
712,G,1105.94
712,H,1139.12
713,A,184.76
713,B,190.3
713,C,196.01
713,D,201.89
713,E,207.95
713,F,214.19
713,G,220.62
713,H,227.24
714,A,480.63
714,B,495.05
714,C,509.9
714,D,525.2
714,E,540.96
714,F,557.19
714,G,573.91
714,H,591.13
715,A,653.62
715,B,673.23
715,C,693.43
715,D,714.23
715,E,735.66
715,F,757.73
715,G,780.46
715,H,803.87
716,A,435.74
716,B,448.81
716,C,462.27
716,D,476.14
716,E,490.42
716,F,505.13
716,G,520.28
716,H,535.89
717,A,403.91
717,B,416.03
717,C,428.51
717,D,441.37
717,E,454.61
717,F,468.25
717,G,482.3
717,H,496.77
718,A,733.74
718,B,755.75
718,C,778.42
718,D,801.77
718,E,825.82
718,F,850.59
718,G,876.11
718,H,902.39
719,A,456
719,B,469.68
719,C,483.77
719,D,498.28
719,E,513.23
719,F,528.63
719,G,544.49
719,H,560.82
720,A,787.26
720,B,810.88
720,C,835.21
720,D,860.27
720,E,886.08
720,F,912.66
720,G,940.04
720,H,968.24
721,A,835.58
721,B,860.65
721,C,886.47
721,D,913.06
721,E,940.45
721,F,968.66
721,G,997.72
721,H,1027.65
722,A,107.41
722,B,110.63
722,C,113.95
722,D,117.37
722,E,120.89
722,F,124.52
722,G,128.26
722,H,132.11
723,A,677.24
723,B,697.56
723,C,718.49
723,D,740.04
723,E,762.24
723,F,785.11
723,G,808.66
723,H,832.92
724,A,443.68
724,B,456.99
724,C,470.7
724,D,484.82
724,E,499.36
724,F,514.34
724,G,529.77
724,H,545.66
725,A,591.9
725,B,609.66
725,C,627.95
725,D,646.79
725,E,666.19
725,F,686.18
725,G,706.77
725,H,727.97
726,A,257.95
726,B,265.69
726,C,273.66
726,D,281.87
726,E,290.33
726,F,299.04
726,G,308.01
726,H,317.25
727,A,323.07
727,B,332.76
727,C,342.74
727,D,353.02
727,E,363.61
727,F,374.52
727,G,385.76
727,H,397.33
728,A,641.92
728,B,661.18
728,C,681.02
728,D,701.45
728,E,722.49
728,F,744.16
728,G,766.48
728,H,789.47
729,A,477.8
729,B,492.13
729,C,506.89
729,D,522.1
729,E,537.76
729,F,553.89
729,G,570.51
729,H,587.63
730,A,514.16
730,B,529.58
730,C,545.47
730,D,561.83
730,E,578.68
730,F,596.04
730,G,613.92
730,H,632.34
731,A,22.83
731,B,23.51
731,C,24.22
731,D,24.95
731,E,25.7
731,F,26.47
731,G,27.26
731,H,28.08
732,A,532.65
732,B,548.63
732,C,565.09
732,D,582.04
732,E,599.5
732,F,617.49
732,G,636.01
732,H,655.09
733,A,90.74
733,B,93.46
733,C,96.26
733,D,99.15
733,E,102.12
733,F,105.18
733,G,108.34
733,H,111.59
734,A,182.86
734,B,188.35
734,C,194
734,D,199.82
734,E,205.81
734,F,211.98
734,G,218.34
734,H,224.89
735,A,912
735,B,939.36
735,C,967.54
735,D,996.57
735,E,1026.47
735,F,1057.26
735,G,1088.98
735,H,1121.65
736,A,958.18
736,B,986.93
736,C,1016.54
736,D,1047.04
736,E,1078.45
736,F,1110.8
736,G,1144.12
736,H,1178.44
737,A,797.58
737,B,821.51
737,C,846.16
737,D,871.54
737,E,897.69
737,F,924.62
737,G,952.36
737,H,980.93
738,A,83.64
738,B,86.15
738,C,88.73
738,D,91.39
738,E,94.13
738,F,96.95
738,G,99.86
738,H,102.86
739,A,941.46
739,B,969.7
739,C,998.79
739,D,1028.75
739,E,1059.61
739,F,1091.4
739,G,1124.14
739,H,1157.86
740,A,333.39
740,B,343.39
740,C,353.69
740,D,364.3
740,E,375.23
740,F,386.49
740,G,398.08
740,H,410.02
741,A,295.33
741,B,304.19
741,C,313.32
741,D,322.72
741,E,332.4
741,F,342.37
741,G,352.64
741,H,363.22
742,A,864.23
742,B,890.16
742,C,916.86
742,D,944.37
742,E,972.7
742,F,1001.88
742,G,1031.94
742,H,1062.9
743,A,748.07
743,B,770.51
743,C,793.63
743,D,817.44
743,E,841.96
743,F,867.22
743,G,893.24
743,H,920.04
744,A,891.97
744,B,918.73
744,C,946.29
744,D,974.68
744,E,1003.92
744,F,1034.04
744,G,1065.06
744,H,1097.01
745,A,163.96
745,B,168.88
745,C,173.95
745,D,179.17
745,E,184.55
745,F,190.09
745,G,195.79
745,H,201.66
746,A,698.88
746,B,719.85
746,C,741.45
746,D,763.69
746,E,786.6
746,F,810.2
746,G,834.51
746,H,859.55
747,A,470.13
747,B,484.23
747,C,498.76
747,D,513.72
747,E,529.13
747,F,545
747,G,561.35
747,H,578.19
748,A,105.99
